Year,State,Quarter,Amount,Population_x,Unemployment_Rate,Civilian noninstitutional population,Total Civilian Labor Force,Total Employed Civilian Labor Force,Total Unemployed Civilian Labor Force,% Civilian Labor Force Unemployed,Personal_Income,Applications,Formations,Births,GDP_Total,GDP_Accom_Food,GDP_Admin_Waste,GDP_Ag_Fish_Hunt,GDP_Arts_Recreation,GDP_Construction,GDP_Durable_Goods,GDP_Education,GDP_Finance_Insurance,GDP_Gov_Federal,GDP_Gov_Military,GDP_Gov_State_Local,GDP_Gov_Total,GDP_Healthcare_Social,GDP_Information,GDP_Management,GDP_Manufacturing,GDP_Mining_Oil_Gas,GDP_Nondurable_Goods,GDP_Other_Services,GDP_Private_Total,GDP_Prof_Tech_Services,GDP_Real_Estate,GDP_Retail,GDP_Transport_Warehousing,GDP_Utilities,GDP_Wholesale,Housing_Price_Index,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic,Pop_Youth,Pop_Working,Pop_Senior,Age_Median,Population_y,Lawful_Permanent_Residents,Nonimmigrants,Naturalizations,Refugees,Asylees,Lawful_Permanent_Residents_Per_Million,Nonimmigrants_Per_Million,Naturalizations_Per_Million,Refugees_Per_Million,Asylees_Per_Million
2005,Georgia,10,16346627.0,36048525,21.14,26741665.0,18149580.0,17186132.0,963448.0,21.2,1188339.8,98036,14220,142200,1554828.9,40487.2,51208.3,14484.0,8233.1,84448.9,71611.8,13287.6,103644.7,38194.700000000004,25716.800000000003,130653.6,194565.0,81695.7,138642.5,26905.6,185038.4,5261.2,113426.7,31773.7,1360263.8,87418.2,194644.7,96009.6,54902.9,25565.8,116611.2,740.48,8925922.0,5854820.0,2660022.0,35478.0,252126.0,7632.0,115844.0,8278963.0,646959.0,,,,,,,,,,,,,,,
2005,Hawaii,10,4720606.0,5196419,11.37,3905158.0,2561337.0,2488023.0,73314.0,11.5,187592.2,9655,1474,17924,228847.4,22631.4,6874.4,1706.3,2399.0,15324.6,1180.8,2460.4,8868.7,11662.8,15529.4,20860.3,48052.700000000004,13641.8,6194.7,2962.2,4574.4,163.0,3393.6,5912.4,180794.9,9823.7,36703.1,17702.1,10878.1,4214.5,7760.3,783.35,1292729.0,338640.0,25064.0,4844.0,522108.0,128237.0,273836.0,1188072.0,104657.0,,,,,,,,,,,,,,,
2005,Idaho,10,3002804.0,5773606,16.1,4220267.0,2907684.0,2789203.0,118481.0,16.3,166898.7,15202,3723,23062,195220.6,4629.8,6302.5,8963.1,1095.0,12501.3,22725.199999999997,1246.0,8249.8,5134.5,2089.7,20465.2,27689.7,12060.5,4726.3,2945.2,28514.6,2271.8,5789.4,3930.0,167530.9,10194.4,25276.4,16537.5,5287.3,2406.0,10393.8,850.31,1428241.0,1355373.0,8832.0,21810.0,16326.0,2100.0,23800.0,1292896.0,135345.0,,,,,,,,,,,,,,,
2005,Illinois,10,26982181.0,50490690,22.94,38342830.0,25569412.0,24087966.0,1481446.0,23.1,1902585.0,96158,16008,179020,2356614.6,53855.1,71717.4,10036.8,20992.9,116609.8,179659.2,26887.8,238293.8,40108.4,12894.1,197652.9,250655.4,149049.09999999998,90740.0,51599.8,320559.8,6639.5,140900.6,58633.9,2105959.2,175469.7,293305.9,135054.7,82501.9,40394.0,163617.0,789.17,12609903.0,9964479.0,1898861.0,53745.0,524593.0,7478.0,160747.0,10817754.0,1792149.0,,,,,,,,,,,,,,,
2005,Indiana,10,13193142.0,25195543,21.61,19059098.0,12827463.0,12130977.0,696486.0,21.7,787996.1,38143,7100,87193,989713.1000000001,22061.199999999997,25197.0,8716.2,11940.6,45179.3,175042.2,8788.400000000001,54361.7,13916.599999999999,5045.1,77103.4,96065.2,69159.8,23500.2,11043.8,275997.6,3698.7,100955.5,25052.9,893647.9,34389.8,107475.3,62518.6,33754.5,17386.8,53425.8,648.86,6278616.0,5531635.0,559224.0,20303.0,84088.0,2969.0,80397.0,5975259.0,303357.0,,,,,,,,,,,,,,,
2005,Iowa,10,5259552.0,11885101,17.13,9124180.0,6522458.0,6239851.0,282607.0,17.4,384319.9,18036,3774,39311,491464.5,9858.900000000001,9174.9,20018.300000000003,2945.0,20475.3,57553.1,4504.4,66804.8,6243.9,2573.8,46661.9,55479.6,30881.6,16095.1,4083.0,97120.59999999999,1084.0,39567.5,10737.0,435984.7,13133.5,47611.4,29359.6,16747.0,8701.3,26649.2,751.88,2964454.0,2798240.0,74702.0,11421.0,45177.0,1730.0,33184.0,2848038.0,116416.0,,,,,,,,,,,,,,,
2005,Kansas,10,5868520.0,11007644,20.33,8274547.0,5855725.0,5556167.0,299558.0,20.6,355135.9,19017,3915,39888,421375.8,11043.9,12043.0,13019.8,1933.8,17296.0,37339.1,2515.8,22272.0,8958.2,8659.5,42360.2,59978.0,29959.2,22881.9,4222.5,63779.5,6256.4,26440.3,11129.7,361397.9,18720.600000000002,44455.4,29757.6,15609.0,6949.2,27553.1,743.1800000000001,2745299.0,2437298.0,161304.0,29275.0,59777.0,2233.0,55412.0,2504648.0,240651.0,,,,,,,,,,,,,,,
2005,Kentucky,10,9083921.0,16785713,23.369999999999997,12800094.0,7935686.0,7475814.0,459872.0,23.1,486937.9,25593,4374,56444,579659.6,16973.1,13605.1,9066.1,2747.0,26797.3,66483.3,3668.4,29704.7,13946.3,12862.7,54333.7,81142.8,44525.1,16147.0,7367.6,109767.9,15025.4,43284.6,13400.8,498516.8,20443.0,59126.3,37848.4,27797.4,8507.8,35998.399999999994,724.27,4182742.0,3759457.0,319733.0,10463.0,41194.0,2416.0,49479.0,4087504.0,95238.0,,,,,,,,,,,,,,,
2005,Louisiana,10,7974009.0,17895567,28.19,13263772.0,8344302.0,7757185.0,587117.0,27.8,548649.7,36415,4845,60937,797256.6,20453.3,15550.1,5167.3,8637.1,32979.2,27590.7,5296.6,27731.6,13003.5,9074.4,67696.7,89774.7,41806.1,16898.4,7450.6,229662.9,66660.7,202072.3,15405.6,707482.1,26552.5,66187.2,46761.7,24825.300000000003,14864.9,34590.8,811.28,4576628.0,2926779.0,1504504.0,29915.0,65947.0,2059.0,47424.0,4427827.0,148801.0,,,,,,,,,,,,,,,
2005,Maine,10,3232234.0,5282396,19.54,4186817.0,2787800.0,2651051.0,136749.0,19.5,172414.0,9202,2225,14112,188112.3,6246.2,4116.8,3081.4,1508.0,9972.1,10201.3,2178.7,11039.8,5310.8,2867.1,17941.9,26120.0,19543.0,5321.7,2009.8000000000002,20239.1,33.2,10037.7,4468.2,161992.4,8729.0,29087.4,17393.0,4202.2,2979.8,9842.4,860.8299999999999,1318787.0,1270616.0,12557.0,8065.0,12091.0,389.0,15069.0,1304480.0,14307.0,,,,,,,,,,,,,,,
2005,Maryland,10,13909567.0,22421998,16.67,17114545.0,11748124.0,11253479.0,494645.0,16.9,968855.8,54833,7321,74980,1047181.2,27668.1,30992.7,3180.2,6571.7,61467.1,29305.0,14558.0,64203.4,93969.59999999999,25767.0,85370.0,205106.7,71972.3,53062.7,9016.4,59772.4,1167.9,30467.4,26864.0,842074.6,101165.6,156550.5,64533.6,22388.8,14714.1,52225.3,957.76,5592379.0,3544058.0,1642835.0,23859.0,275676.0,4173.0,101778.0,5241630.0,350749.0,,,,,,,,,,,,,,,
2005,Massachusetts,10,18494682.0,25623351,19.17,20151436.0,13466371.0,12821447.0,644924.0,19.2,1128552.4,47258,8406,76865,1362551.1,35679.7,37001.7,3312.8,11811.5,59782.7,112142.4,35962.7,124146.4,26519.5,24693.2,97244.1,148456.80000000002,110781.4,74662.4,29139.6,153558.9,552.8,41416.4,30552.6,1214094.3,141707.1,181182.1,72186.70000000001,24221.2,14286.0,73566.5,996.95,6403290.0,5518356.0,454754.0,23611.0,306445.0,5314.0,94810.0,5881303.0,521987.0,,,,,,,,,,,,,,,
2005,Michigan,10,24389221.0,40181964,27.03,30818409.0,20208335.0,18835479.0,1372856.0,27.2,1316941.1,76439,11222,127706,1611315.3,35189.7,53597.6,9032.4,14216.6,70953.2,260918.8,11171.3,113593.4,22244.5,5501.7,151880.5,179626.5,113891.2,43466.6,33939.2,321941.3,3499.0,61022.5,37892.0,1431688.9,110464.4,201732.0,101189.4,38366.9,24362.3,93190.1,798.12,10051137.0,8147170.0,1441842.0,64111.0,226726.0,3436.0,167852.0,9658452.0,392685.0,,,,,,,,,,,,,,,
2005,Minnesota,10,16603545.0,20544327,16.43,15705803.0,11526403.0,11051590.0,474813.0,16.5,774335.2,39970,7805,70919,978541.5,21924.2,22212.2,16926.0,7025.7,51162.3,92145.1,8534.4,90932.2,12561.0,5954.8,83246.9,101762.6,73564.4,39011.8,31882.0,146188.59999999998,3876.1,54043.399999999994,23484.7,876778.9,55418.5,118400.8,57485.2,29440.9,12434.8,66873.8,980.94,5119598.0,4556199.0,232332.0,61741.0,182424.0,2659.0,84243.0,4918136.0,201462.0,,,,,,,,,,,,,,,
2005,Mississippi,10,5582437.0,11622324,30.6,8606773.0,5295230.0,4895957.0,399273.0,30.2,310539.80000000005,19685,3087,42395,331966.5,13889.4,6663.6,8996.2,2856.3,17023.0,30041.2,2099.9,16204.7,9820.4,7594.8,39617.0,57032.3,21827.1,8016.0,3208.3,53199.5,3778.3999999999996,23158.2,8281.1,274934.19999999995,10391.5,34470.600000000006,27947.4,11136.599999999999,8323.4,16621.3,686.53,2905943.0,1782506.0,1061415.0,14509.0,23242.0,1219.0,23052.0,2845360.0,60583.0,,,,,,,,,,,,,,,
2005,Missouri,10,9692917.0,23239806,21.67,17691412.0,12014514.0,11353087.0,661427.0,22.0,747083.6,45080,8621,78618,910378.6,23369.6,24607.8,10264.9,11362.3,43936.8,69484.2,9260.5,72243.8,21398.3,8265.7,76908.6,106572.6,67850.9,44711.5,29803.300000000003,128474.6,4886.6,58990.4,23818.6,803805.9,49541.6,98617.4,60045.3,31674.6,12486.9,56849.0,766.73,5790300.0,4917028.0,669907.0,28216.0,82736.0,5116.0,87297.0,5624330.0,165970.0,,,,,,,,,,,,,,,
2005,Montana,10,1966736.0,3779293,16.34,2920317.0,1944051.0,1863494.0,80557.0,16.5,112208.2,11308,2390,11583,123294.9,4188.7,2431.0,4840.0,1507.5,8253.3,3146.8,538.2,6221.7,4646.3,1821.8,13129.4,19597.4,10277.3,3509.9,279.0,7899.7,5788.3,4752.8,3164.3,103697.4,5210.2,16091.9,9112.5,5140.1,2708.4,6535.3,1047.6399999999999,940102.0,852189.0,3899.0,59782.0,5685.0,641.0,17906.0,915949.0,24153.0,,,,,,,,,,,,,,,
2005,Nebraska,10,3829292.0,7062782,15.1,5323978.0,3910728.0,3761300.0,149428.0,15.2,242392.4,10839,2486,26145,299546.7,6513.6,7424.8,16336.5,1530.4,12912.1,17437.9,2696.4,31331.399999999998,5087.9,3514.5,30659.6,39261.9,21321.8,10796.5,5694.1,33018.6,524.9,15580.6,7627.3,260284.7,12669.1,28648.8,19456.2,21814.699999999997,2298.7,17669.4,762.79,1761497.0,1611295.0,77334.0,19280.0,28294.0,1511.0,23783.0,1630030.0,131467.0,,,,,,,,,,,,,,,
2005,Nevada,10,5839995.0,9864344,16.83,7366636.0,4960455.0,4751071.0,209384.0,16.9,368776.6,44133,5009,37268,468660.6,71719.6,13576.4,995.0,14779.0,49919.6,14998.7,1282.5,28722.8,6761.3,3535.8,34945.9,45243.0,20356.5,11720.0,9799.0,20143.2,8515.7,5144.6,8547.9,423417.4,23357.7,63328.6,34810.7,15668.3,6955.6,19219.4,1018.88,2432143.0,1968095.0,190486.0,35926.0,152235.0,14399.0,71002.0,1861616.0,570527.0,,,,,,,,,,,,,,,
2005,New Hampshire,10,2105674.0,5208813,14.53,4054578.0,2888871.0,2783870.0,105001.0,14.5,209857.3,10744,1911,14420,227658.4,6993.7,5666.4,646.2,2965.7,11243.9,19742.6,4458.5,13730.2,3865.4,4539.7,18022.9,26427.8,17615.2,9238.8,3853.6000000000004,25947.7,247.0,6205.1,5716.8,201230.7,14258.9,35112.3,21962.7,3921.7,3917.7,13733.7,933.55,1298492.0,1241585.0,13888.0,3443.0,24510.0,507.0,14559.0,1268063.0,30429.0,,,,,,,,,,,,,,,
2005,New Jersey,10,25302573.0,34622453,17.77,26644154.0,17599752.0,16825145.0,774607.0,17.6,1530997.0,87766,12839,113776,1744257.6,41732.0,58009.6,2816.0,13099.6,74929.1,55545.4,16984.8,127173.0,25420.8,8492.4,165107.9,199021.09999999998,119611.7,82939.1,39888.8,179571.7,1300.6999999999998,124026.29999999999,38068.7,1545236.5,140732.2,268891.1,111549.8,56704.8,28494.0,142740.2,967.05,8651974.0,6595551.0,1253750.0,36024.0,635570.0,6812.0,124267.0,7308642.0,1343332.0,,,,,,,,,,,,,,,
2005,New Mexico,10,3851427.0,7773891,20.9,5802035.0,3650522.0,3457635.0,192887.0,21.2,222163.2,11618,2548,28835,296523.4,8363.1,7423.2,4905.799999999999,2040.4,14701.0,26721.2,1625.5,8837.7,20825.4,10761.7,38527.0,70114.20000000001,17178.3,7986.2,1775.8,30553.2,28450.9,3832.0,6620.7,226409.2,16784.9,30020.4,18160.4,7046.9,3978.7,9956.1,812.91,1932274.0,1631078.0,43575.0,193882.0,26239.0,2565.0,34935.0,1078248.0,854026.0,,,,,,,,,,,,,,,
2005,New York,10,53601965.0,76488471,19.810000000000002,59857140.0,37699532.0,35820872.0,1878660.0,19.8,3110612.9,174138,28401,246351,4039404.0,96445.9,113159.6,8414.7,47622.5,131162.4,124975.7,69340.0,652156.3,58182.8,18274.9,387714.2,464171.9,276725.3,300333.2,81163.4,260158.8,2628.8999999999996,135183.2,87610.6,3575232.2,330987.2,554013.0,214224.4,80718.9,63023.600000000006,205343.59999999998,824.64,19132610.0,14009676.0,3343142.0,140850.0,1296714.0,20086.0,322142.0,16007210.0,3125400.0,,,,,,,,,,,,,,,
2005,North Carolina,10,19499093.0,35139422,20.87,26453089.0,17436836.0,16521674.0,915162.0,21.0,1121567.3,72439,12583,123096,1419194.0,31034.7,37011.9,16510.3,9665.5,72222.1,108749.9,13727.2,131514.2,25175.5,32530.3,133101.4,190807.3,84017.2,49142.0,31534.5,288134.7,3118.0,179384.7,30742.8,1228386.7,66023.3,150449.5,83618.2,34417.4,18359.1,77144.2,705.15,8705407.0,6396990.0,1896346.0,124227.0,164001.0,7127.0,116716.0,8128515.0,576892.0,,,,,,,,,,,,,,,
2005,North Dakota,10,1511560.0,2589356,13.3,1995467.0,1445646.0,1397186.0,48460.0,13.399999999999999,82005.5,4213,1025,8390,98288.2,2726.2,1638.7,5887.4,417.8,4460.4,6961.8,405.3,5866.8,2233.5,2767.0,10181.5,15182.1,8357.2,3642.6,1035.3,9671.3,2552.2,2709.5,2458.5,83106.1,2793.2,9759.400000000001,7200.5,3895.1,2429.0,7909.1,738.14,646089.0,592012.0,6380.0,33813.0,5282.0,301.0,8301.0,635292.0,10797.0,,,,,,,,,,,,,,,
2005,Ohio,10,23422775.0,45880119,23.6,35243814.0,23486825.0,22085016.0,1401809.0,23.9,1486535.3,66463,11179,148388,1880718.0,39852.1,54413.7,9255.9,16367.3,76083.6,245543.6,15921.3,172592.0,32996.9,14043.7,162737.7,209778.3,142733.3,56570.8,48751.100000000006,365103.0,9388.0,119559.3,42485.0,1670939.7,87728.8,213521.5,128557.5,56749.9,25982.0,108882.8,688.11,11463320.0,9715818.0,1380184.0,27437.0,170582.0,4252.0,165047.0,11177132.0,286188.0,,,,,,,,,,,,,,,
2005,Oklahoma,10,7290056.0,14262628,17.3,10701466.0,6887284.0,6586274.0,301010.0,17.5,449950.4,26976,4985,51801,503845.7,14685.0,15468.3,9399.400000000001,2314.2,19635.1,33501.9,2830.8,22506.899999999998,16695.1,9083.2,54069.8,79848.1,32824.5,17295.2,4435.5,55314.5,60887.0,21812.6,12210.0,423997.7,19220.4,52683.5,31575.6,15604.1,10041.2,25065.9,691.02,3548597.0,2749192.0,269299.0,301766.0,56350.0,3882.0,168108.0,3297394.0,251203.0,,,,,,,,,,,,,,,
2005,Oregon,10,7322293.0,14539329,24.669999999999998,11259906.0,7379862.0,6918530.0,461332.0,25.0,464293.4,29744,6880,45922,574225.4,14841.2,15847.3,13757.7,3940.7999999999997,28398.8,83307.3,4792.2,26617.5,11927.6,2377.9,61662.6,75968.3,41280.0,19874.5,11218.9,101832.3,1091.5,18525.0,14421.6,498257.2,26099.5,76904.9,34217.7,17723.6,6591.0,38805.8,1099.99,3613202.0,3256775.0,65155.0,55801.0,124996.0,11619.0,98856.0,3251579.0,361623.0,,,,,,,,,,,,,,,
2005,Pennsylvania,10,27948043.0,49891189,19.97,38950985.0,25120443.0,23857558.0,1262885.0,20.1,1801438.7,75974,13077,145383,2043055.4,45808.1,50447.6,12396.5,14537.8,86690.2,147281.6,42720.3,139356.7,44045.7,10824.5,170383.6,225253.6,177540.4,106162.9,45744.4,290872.7,14385.1,143591.0,53283.8,1817801.8,141148.7,245554.0,129824.7,63972.6,35344.3,122011.0,725.74,12449990.0,10631953.0,1342155.0,29735.0,294268.0,5807.0,146072.0,11904941.0,545049.0,,,,,,,,,,,,,,,
2005,Rhode Island,10,2656626.0,4264434,20.57,3340911.0,2243055.0,2129103.0,113952.0,20.3,156965.19999999998,7262,1509,12697,177652.9,5663.7,4509.5,452.0,1798.9,9697.6,12202.3,4607.2,13822.8,4464.1,5812.9,16006.4,26283.2,16639.9,7709.099999999999,4343.4,16870.6,108.3,4668.3,4323.8,151369.7,9149.2,25996.699999999997,11721.2,2895.5,2189.3,8871.8,931.73,1067916.0,939748.0,69875.0,7704.0,29915.0,1449.0,19225.0,953679.0,114237.0,,,,,,,,,,,,,,,
2005,South Carolina,10,7639977.0,17212145,27.12,12997892.0,8273847.0,7710834.0,563013.0,27.3,497668.0,33482,6108,57711,580783.1,19551.6,21950.7,4651.7,3327.4,36386.5,59138.4,3583.4,28422.1,10812.1,12871.9,68221.3,91905.6,32130.2,15815.400000000001,4924.4,98291.3,1068.3,39152.8,14674.800000000001,488877.5,24486.5,72002.6,46314.7,14064.3,13950.7,33280.9,714.6,4270150.0,2914430.0,1237906.0,19310.0,48895.0,2896.0,46713.0,4111676.0,158474.0,,,,,,,,,,,,,,,
2005,South Dakota,10,1147653.0,3113282,14.06,2341509.0,1710043.0,1648976.0,61067.0,14.3,104021.5,5546,1427,11462,124417.4,3810.6,1907.4,7727.4,780.5,5327.0,9123.6,904.8,21729.2,2956.7,1671.9,10886.9,15515.4,10281.5,3481.8,1118.5,12244.8,382.9,3121.2,2966.5,108902.0,3098.0,11078.6,9567.3,3424.7,1813.7,7256.6,805.78,775493.0,682268.0,7582.0,67149.0,5971.0,446.0,12077.0,757944.0,17549.0,,,,,,,,,,,,,,,
2005,Tennessee,10,10444094.0,24110792,22.0,18437902.0,11579451.0,10941242.0,638209.0,22.1,752710.3,37269,7015,81747,925356.2,28418.4,34728.1,7308.8,12834.8,40211.7,102921.6,10250.3,49100.0,26639.6,5650.7,78699.0,110989.0,72873.0,30716.1,7701.3,163268.2,3184.9,60346.6,25422.9,814367.0,44328.2,98471.5,72681.3,45398.8,5484.4,61984.5,714.99,5991057.0,4812899.0,1006150.0,20872.0,76828.0,3901.0,70407.0,5787037.0,204020.0,,,,,,,,,,,,,,,
2005,Texas,10,33956700.0,91984678,21.9,66733467.0,44915507.0,42440040.0,2475467.0,22.1,3019103.5,175685,28847,385915,4014983.6,106011.7,116398.7,33058.3,19323.7,197376.9,284739.9,23647.6,212199.0,72334.4,45562.1,322109.1,440005.5,213855.9,165181.1,25863.7,585969.0,397021.39999999997,301229.1,87440.4,3574978.1,244753.4,418863.5,242637.0,139000.3,78863.4,267513.3,668.81,22778123.0,18808038.0,2696184.0,181696.0,778158.0,25133.0,288914.0,14767376.0,8010747.0,,,,,,,,,,,,,,,
2005,United States,10,680630664.0,1186361363,18.85,0.0,0.0,0.0,0.0,0.0,42163200.1,2509448,430385,4138349,52156788.0,1435581.0,1519133.0,520767.0,488625.0,2606252.0,3825380.0,532702.0,3909829.0,1241339.0,968116.0,4635985.0,6845436.0,3348178.0,2567901.0,856314.0,6770048.0,901665.0,2944668.0,1242285.0,45311352.0,3408494.0,6535585.0,3362212.0,1502602.0,791654.0,3011526.0,857.19,295516599.0,235491577.0,37961688.0,3147772.0,13007663.0,568804.0,5339095.0,252492985.0,43023614.0,,,,,,,,,,,,,,,
2005,Utah,10,4947387.0,9932558,16.17,7005846.0,5033741.0,4825468.0,208273.0,16.5,282647.4,29295,5548,51556,382048.2,9021.9,10124.5,2235.8,2586.2,23030.2,30068.9,4437.5,38174.9,13209.7,5503.9,35860.0,54573.8,19288.4,17995.0,5720.2,43522.9,9413.4,13454.0,11108.800000000001,327474.5,19119.6,46066.5,27510.3,14171.6,4318.7,19628.2,955.8299999999999,2457719.0,2289230.0,25405.0,34192.0,47142.0,20380.0,41370.0,2188250.0,269469.0,,,,,,,,,,,,,,,
