State,Year,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic,Pop_Youth,Pop_Working,Pop_Senior,Age_Median,Population,Lawful_Permanent_Residents,Nonimmigrants,Naturalizations,Refugees,Asylees,Lawful_Permanent_Residents_Per_Million,Nonimmigrants_Per_Million,Naturalizations_Per_Million,Refugees_Per_Million,Asylees_Per_Million
Illinois,2019,12667017.0,9703046.0,1859309.0,76467.0,755683.0,8332.0,264180.0,10460774.0,2206243.0,,,,,12671821.0,37960.0,1686950.0,30470.0,1010.0,2090.0,2995.465,133126.407,2404.706,79.31,165.012
Illinois,2020,12799088.0,9786323.0,1879334.0,80196.0,771533.0,8659.0,273043.0,10459242.0,2339846.0,2869719.0,7873931.0,2055438.0,38.63,12799088.0,27380.0,688510.0,19840.0,350.0,1210.0,2138.981,53793.598,1549.72,27.424,94.772
Illinois,2021,12700641.0,9693500.0,1865528.0,80275.0,775071.0,8734.0,277533.0,10350371.0,2350270.0,2812108.0,7788667.0,2099866.0,38.91,12700641.0,26230.0,341870.0,22680.0,370.0,1040.0,2065.093,26917.382,1786.052,29.29,81.728
Illinois,2022,12621821.0,9605763.0,1849424.0,81194.0,793553.0,8737.0,283150.0,10250281.0,2371540.0,2758686.0,7714950.0,2148185.0,39.13,12621821.0,34550.0,1020580.0,32520.0,910.0,1500.0,2737.402,80858.222,2576.411,71.86,118.763
Illinois,2023,12642259.0,9588284.0,1845932.0,84157.0,823488.0,8880.0,291518.0,10228039.0,2414220.0,2724267.0,7709208.0,2208784.0,39.26,12642259.0,37760.0,1444160.0,33560.0,2330.0,570.0,2986.65,114232.433,2654.51,184.461,45.008
Illinois,2024,12710158.0,9599046.0,1848198.0,87698.0,865228.0,9003.0,300985.0,10246068.0,2464090.0,2697461.0,7741399.0,2271298.0,39.36,,,,,,,,,,,
Indiana,2005,6278616.0,5531635.0,559224.0,20303.0,84088.0,2969.0,80397.0,5975259.0,303357.0,,,,,,,,,,,,,,,
Indiana,2006,6332669.0,5562992.0,570182.0,21214.0,89095.0,3131.0,86055.0,6008312.0,324357.0,,,,,,,,,,,,,,,
Indiana,2007,6379599.0,5589313.0,579608.0,21955.0,93671.0,3214.0,91838.0,6035946.0,343653.0,,,,,,,,,,,,,,,
Indiana,2008,6424806.0,5614404.0,589021.0,22838.0,97734.0,3364.0,97445.0,6063091.0,361715.0,,,,,,,,,,,,,,,
Indiana,2009,6459325.0,5628844.0,597417.0,23720.0,102450.0,3563.0,103331.0,6081468.0,377857.0,,,,,,,,,,,,,,,
Indiana,2010,6490555.0,5641377.0,605297.0,24516.0,107310.0,3540.0,108515.0,6099116.0,391439.0,,,,,,,,,,,,,,,
Indiana,2011,6517250.0,5650177.0,611690.0,24820.0,114337.0,3646.0,112580.0,6117244.0,400006.0,,,,,,,,,,,,,,,
Indiana,2012,6538989.0,5654473.0,617154.0,25189.0,121962.0,3760.0,116451.0,6130458.0,408531.0,,,,,,,,,,,,,,,
Indiana,2013,6570575.0,5666794.0,624474.0,25613.0,129137.0,3925.0,120632.0,6151527.0,419048.0,,,,,6568713.0,7670.0,192020.0,4370.0,1540.0,140.0,1167.352,29232.21,665.123,234.597,21.009
Indiana,2014,6596019.0,5674283.0,630771.0,25984.0,136235.0,3974.0,124772.0,6167661.0,428358.0,,,,,6593644.0,8010.0,193850.0,4270.0,1610.0,50.0,1214.503,29399.373,648.2,244.781,7.886
Indiana,2015,6611442.0,5673165.0,636592.0,26243.0,142714.0,4063.0,128665.0,6174402.0,437040.0,,,,,6608422.0,8550.0,213460.0,4690.0,1790.0,80.0,1294.409,32300.449,709.095,271.32,12.56
Indiana,2016,6637898.0,5677965.0,644295.0,26631.0,151542.0,4198.0,133267.0,6189082.0,448816.0,,,,,6634304.0,9950.0,229330.0,5110.0,1890.0,70.0,1499.178,34567.906,770.691,285.335,10.099
Indiana,2017,6662068.0,5682625.0,652697.0,27165.0,157605.0,4359.0,137617.0,6200943.0,461125.0,,,,,6658078.0,10050.0,257730.0,6420.0,1040.0,150.0,1509.745,38708.769,964.242,156.502,22.98
Indiana,2018,6698481.0,5692714.0,663974.0,27852.0,167075.0,4494.0,142372.0,6222878.0,475603.0,,,,,6695497.0,9740.0,273330.0,6580.0,490.0,350.0,1454.858,40823.556,982.451,73.632,51.826
Indiana,2019,6731010.0,5703311.0,673700.0,28608.0,173920.0,4599.0,146872.0,6241323.0,489687.0,,,,,6732219.0,8530.0,304030.0,7390.0,870.0,720.0,1266.596,45160.444,1097.112,128.487,107.097
Indiana,2020,6790497.0,5739566.0,684532.0,30396.0,178010.0,4924.0,153069.0,6234694.0,555803.0,1603815.0,4096813.0,1089869.0,37.93,6790497.0,6550.0,142060.0,5110.0,320.0,560.0,964.731,20920.855,752.08,47.566,82.026
Indiana,2021,6815907.0,5742865.0,694431.0,30901.0,184005.0,5135.0,158570.0,6246514.0,569393.0,1596584.0,4103372.0,1115951.0,38.02,6815907.0,7220.0,77580.0,6110.0,200.0,380.0,1059.727,11382.784,896.726,29.637,55.605
Indiana,2022,6844545.0,5742575.0,706631.0,31468.0,194539.0,5420.0,163912.0,6256221.0,588324.0,1595065.0,4103990.0,1145490.0,38.07,6844545.0,8680.0,179550.0,8330.0,540.0,430.0,1268.309,26232.861,1217.028,78.603,62.239
Indiana,2023,6880131.0,5748898.0,720186.0,32781.0,203458.0,5714.0,169094.0,6271456.0,608675.0,1591556.0,4108983.0,1179592.0,38.18,6880131.0,10760.0,249720.0,8500.0,1450.0,120.0,1563.778,36295.239,1235.587,210.606,16.86
Indiana,2024,6924275.0,5759679.0,735661.0,34219.0,214430.0,6026.0,174260.0,6293261.0,631014.0,1586086.0,4124279.0,1213910.0,38.28,,,,,,,,,,,
Iowa,2005,2964454.0,2798240.0,74702.0,11421.0,45177.0,1730.0,33184.0,2848038.0,116416.0,,,,,,,,,,,,,,,
Iowa,2006,2982644.0,2808422.0,78082.0,11817.0,46856.0,1829.0,35638.0,2858930.0,123714.0,,,,,,,,,,,,,,,
Iowa,2007,2999212.0,2816456.0,81911.0,12376.0,48407.0,2013.0,38049.0,2868170.0,131042.0,,,,,,,,,,,,,,,
Iowa,2008,3016734.0,2825541.0,85797.0,12758.0,50002.0,2002.0,40634.0,2878915.0,137819.0,,,,,,,,,,,,,,,
Iowa,2009,3032870.0,2832951.0,89275.0,13286.0,52165.0,2209.0,42984.0,2886829.0,146041.0,,,,,,,,,,,,,,,
Iowa,2010,3050819.0,2842040.0,92468.0,13714.0,54825.0,2458.0,45314.0,2897549.0,153270.0,,,,,,,,,,,,,,,
Iowa,2011,3066772.0,2848178.0,95115.0,14119.0,59526.0,2691.0,47143.0,2908410.0,158362.0,,,,,,,,,,,,,,,
Iowa,2012,3076844.0,2849733.0,97416.0,14450.0,63446.0,2726.0,49073.0,2914030.0,162814.0,,,,,,,,,,,,,,,
Iowa,2013,3093935.0,2854364.0,102152.0,14977.0,68388.0,2921.0,51133.0,2925361.0,168574.0,,,,,3092997.0,4110.0,69960.0,2500.0,600.0,20.0,1327.192,22618.515,809.247,193.34,6.143
Iowa,2014,3110643.0,2858510.0,107069.0,15421.0,73166.0,3137.0,53340.0,2937353.0,173290.0,,,,,3109350.0,4230.0,77410.0,2000.0,690.0,10.0,1358.805,24895.235,643.221,222.555,3.859
Iowa,2015,3122541.0,2860390.0,111609.0,15754.0,76135.0,3361.0,55292.0,2943980.0,178561.0,,,,,3120960.0,5050.0,79710.0,2570.0,780.0,50.0,1617.131,25539.578,824.746,250.884,16.982
Iowa,2016,3133210.0,2860922.0,116250.0,16145.0,79146.0,3715.0,57032.0,2949232.0,183978.0,,,,,3131371.0,5300.0,83720.0,2810.0,1000.0,30.0,1692.23,26734.616,895.774,317.752,9.9
Iowa,2017,3143734.0,2860115.0,121806.0,16396.0,82243.0,4037.0,59137.0,2954491.0,189243.0,,,,,3141550.0,5580.0,91590.0,2680.0,660.0,50.0,1775.238,29152.807,852.127,209.451,16.871
Iowa,2018,3149900.0,2857883.0,125912.0,16862.0,83676.0,4388.0,61179.0,2955274.0,194626.0,,,,,3148618.0,5480.0,94570.0,3610.0,540.0,40.0,1741.717,30035.717,1146.535,170.869,13.974
Iowa,2019,3159596.0,2858020.0,130175.0,17250.0,86149.0,4912.0,63090.0,2959172.0,200424.0,,,,,3155070.0,5530.0,91110.0,4980.0,750.0,130.0,1754.002,28878.282,1579.68,236.128,40.57
Iowa,2020,3191141.0,2882716.0,133070.0,18016.0,86584.0,5534.0,65221.0,2974098.0,217043.0,742058.0,1892391.0,556692.0,38.44,3191141.0,3910.0,41580.0,3540.0,160.0,110.0,1224.327,13029.822,1109.008,50.452,34.157
Iowa,2021,3198613.0,2881618.0,137342.0,18531.0,87247.0,6516.0,67359.0,2975363.0,223250.0,737291.0,1893002.0,568320.0,38.59,3198613.0,3450.0,26690.0,3300.0,250.0,30.0,1078.593,8344.242,1032.948,76.596,10.63
Iowa,2022,3202820.0,2877718.0,140989.0,19577.0,87701.0,7630.0,69205.0,2970624.0,232196.0,733621.0,1887814.0,581385.0,38.73,3202820.0,4740.0,61440.0,4100.0,500.0,40.0,1479.009,19184.032,1279.185,156.425,12.177
Iowa,2023,3218414.0,2879103.0,146790.0,21022.0,90548.0,9383.0,71568.0,2975657.0,242757.0,732163.0,1889547.0,596704.0,38.83,3218414.0,4900.0,82710.0,4310.0,1500.0,100.0,1523.421,25698.061,1339.169,465.757,31.382
Iowa,2024,3241488.0,2884435.0,153983.0,22468.0,94956.0,10777.0,74869.0,2986363.0,255125.0,730575.0,1898534.0,612379.0,38.9,,,,,,,,,,,
Kansas,2005,2745299.0,2437298.0,161304.0,29275.0,59777.0,2233.0,55412.0,2504648.0,240651.0,,,,,,,,,,,,,,,
Kansas,2006,2762931.0,2447092.0,163948.0,29893.0,61299.0,2288.0,58411.0,2511304.0,251627.0,,,,,,,,,,,,,,,
Kansas,2007,2783785.0,2459729.0,165946.0,30432.0,63428.0,2364.0,61886.0,2520130.0,263655.0,,,,,,,,,,,,,,,
Kansas,2008,2808076.0,2473656.0,169253.0,31093.0,65629.0,2570.0,65875.0,2531332.0,276744.0,,,,,,,,,,,,,,,
Kansas,2009,2832704.0,2488611.0,171248.0,32315.0,67924.0,2666.0,69940.0,2543151.0,289553.0,,,,,,,,,,,,,,,
Kansas,2010,2858266.0,2504296.0,173857.0,33151.0,70206.0,2868.0,73888.0,2556092.0,302174.0,,,,,,,,,,,,,,,
Kansas,2011,2869677.0,2509223.0,175150.0,33443.0,73297.0,2790.0,75774.0,2561201.0,308476.0,,,,,,,,,,,,,,,
Kansas,2012,2886024.0,2517731.0,177671.0,33777.0,76178.0,2817.0,77850.0,2570190.0,315834.0,,,,,,,,,,,,,,,
Kansas,2013,2894306.0,2519950.0,178484.0,34113.0,79196.0,2984.0,79579.0,2572299.0,322007.0,,,,,2893212.0,5000.0,103290.0,2760.0,470.0,30.0,1728.183,35701.497,954.303,163.832,8.987
Kansas,2014,2901861.0,2521367.0,179370.0,34275.0,82172.0,3134.0,81543.0,2572924.0,328937.0,,,,,2900475.0,4860.0,94330.0,2740.0,490.0,20.0,1675.932,32523.638,945.707,168.938,6.895
Kansas,2015,2910717.0,2522960.0,180293.0,34308.0,86560.0,3218.0,83378.0,2575253.0,335464.0,,,,,2909011.0,5420.0,99240.0,2830.0,740.0,50.0,1862.832,34114.687,972.839,254.726,17.188
Kansas,2016,2912977.0,2520758.0,179739.0,34355.0,89781.0,3326.0,85018.0,2571926.0,341051.0,,,,,2910844.0,5710.0,102920.0,3050.0,910.0,30.0,1961.287,35358.473,1047.806,313.998,8.589
Kansas,2017,2910892.0,2516749.0,178942.0,34456.0,90378.0,3494.0,86873.0,2564605.0,346287.0,,,,,2908718.0,5700.0,122460.0,3150.0,580.0,40.0,1960.658,42102.053,1083.639,199.401,14.439
Kansas,2018,2912748.0,2514182.0,179271.0,34600.0,92265.0,3692.0,88738.0,2560705.0,352043.0,,,,,2911359.0,5630.0,135000.0,3940.0,380.0,130.0,1933.805,46369.41,1351.946,131.554,45.34
Kansas,2019,2912635.0,2510853.0,179437.0,35124.0,92770.0,3812.0,90639.0,2555630.0,357005.0,,,,,2913314.0,5140.0,133430.0,3880.0,410.0,160.0,1763.971,45800.762,1330.1,139.703,54.577
Kansas,2020,2938172.0,2528851.0,182424.0,35880.0,93448.0,4009.0,93560.0,2554746.0,383426.0,712508.0,1749920.0,475744.0,37.07,2938172.0,3940.0,62880.0,3040.0,130.0,80.0,1341.991,21402.083,1032.955,42.543,28.589
Kansas,2021,2938338.0,2526286.0,182631.0,36223.0,93793.0,4147.0,95258.0,2548596.0,389742.0,705062.0,1746337.0,486939.0,37.25,2938338.0,3400.0,28610.0,2960.0,170.0,40.0,1156.776,9737.477,1007.713,56.835,13.273
Kansas,2022,2937324.0,2522826.0,182341.0,36622.0,94308.0,4470.0,96757.0,2541317.0,396007.0,699303.0,1738537.0,499484.0,37.46,2937324.0,4450.0,89900.0,3760.0,350.0,50.0,1514.644,30605.408,1279.396,117.454,16.341
Kansas,2023,2951500.0,2528800.0,183676.0,37895.0,97302.0,4686.0,99141.0,2542956.0,408544.0,696849.0,1740976.0,513675.0,37.59,2951500.0,5280.0,119090.0,3910.0,780.0,40.0,1787.227,40348.975,1325.767,264.611,12.536
Kansas,2024,2970606.0,2537393.0,185502.0,39586.0,101559.0,4991.0,101575.0,2548157.0,422449.0,692579.0,1749850.0,528177.0,37.7,,,,,,,,,,,
Kentucky,2005,4182742.0,3759457.0,319733.0,10463.0,41194.0,2416.0,49479.0,4087504.0,95238.0,,,,,,,,,,,,,,,
Kentucky,2006,4219239.0,3786270.0,323722.0,10682.0,43127.0,2611.0,52827.0,4117059.0,102180.0,,,,,,,,,,,,,,,
Kentucky,2007,4256672.0,3811498.0,329622.0,11088.0,45015.0,2833.0,56616.0,4145753.0,110919.0,,,,,,,,,,,,,,,
Kentucky,2008,4289878.0,3835099.0,333202.0,11352.0,46989.0,2852.0,60384.0,4171516.0,118362.0,,,,,,,,,,,,,,,
Kentucky,2009,4317074.0,3850283.0,338934.0,11686.0,48788.0,3213.0,64170.0,4190350.0,126724.0,,,,,,,,,,,,,,,
Kentucky,2010,4348464.0,3870210.0,344516.0,12164.0,50807.0,3212.0,67555.0,4214282.0,134182.0,,,,,,,,,,,,,,,
Kentucky,2011,4370817.0,3882586.0,349145.0,12218.0,53133.0,3274.0,70461.0,4232727.0,138090.0,,,,,,,,,,,,,,,
Kentucky,2012,4387865.0,3890072.0,353251.0,12361.0,55969.0,3385.0,72827.0,4245058.0,142807.0,,,,,,,,,,,,,,,
Kentucky,2013,4406906.0,3897587.0,358247.0,12535.0,59179.0,3480.0,75878.0,4259176.0,147730.0,,,,,4404659.0,5160.0,93190.0,3340.0,1600.0,60.0,1171.26,21157.37,758.515,363.933,12.487
Kentucky,2014,4416992.0,3900216.0,360899.0,12742.0,61212.0,3647.0,78276.0,4266738.0,150254.0,,,,,4414349.0,5630.0,92940.0,2660.0,1850.0,30.0,1276.292,21053.614,603.26,418.861,7.702
Kentucky,2015,4429126.0,3903242.0,363852.0,12794.0,64757.0,3706.0,80775.0,4275413.0,153713.0,,,,,4425976.0,5650.0,103920.0,2850.0,1990.0,50.0,1275.877,23479.341,643.022,449.618,11.975
Kentucky,2016,4440306.0,3904709.0,367142.0,13098.0,67831.0,3841.0,83685.0,4281840.0,158466.0,,,,,4438182.0,7100.0,114160.0,3050.0,2410.0,40.0,1599.303,25722.469,688.12,541.889,9.463
Kentucky,2017,4455590.0,3909699.0,372083.0,13123.0,70201.0,4123.0,86361.0,4290696.0,164894.0,,,,,4452268.0,7540.0,125010.0,3450.0,1620.0,40.0,1692.845,28078.049,773.763,363.41,9.433
Kentucky,2018,4464273.0,3911710.0,374783.0,13276.0,71168.0,4304.0,89032.0,4293348.0,170925.0,,,,,4461153.0,8730.0,135960.0,4330.0,900.0,120.0,1957.79,30475.754,970.601,200.845,26.226
Kentucky,2019,4472345.0,3910658.0,378775.0,13404.0,73215.0,4446.0,91847.0,4297218.0,175127.0,,,,,4467673.0,6010.0,142260.0,4720.0,1420.0,140.0,1344.324,31842.527,1057.15,318.063,31.336
Kentucky,2020,4508318.0,3933901.0,385020.0,14184.0,75155.0,4721.0,95337.0,4300103.0,208215.0,1026410.0,2728610.0,753298.0,39.1,4508318.0,3930.0,68000.0,2630.0,480.0,110.0,872.166,15083.452,582.701,105.583,24.399
Kentucky,2021,4507583.0,3925306.0,387529.0,14431.0,77000.0,4893.0,98424.0,4294047.0,213536.0,1022446.0,2717072.0,768065.0,39.2,4507583.0,4400.0,41310.0,5050.0,670.0,70.0,976.355,9164.113,1119.669,148.417,15.973
Kentucky,2022,4519233.0,3922294.0,393546.0,15180.0,80813.0,5379.0,102021.0,4296643.0,222590.0,1021129.0,2713222.0,784882.0,39.23,4519233.0,6480.0,85620.0,6380.0,1300.0,120.0,1432.987,18944.586,1411.744,287.659,26.996
Kentucky,2023,4550595.0,3933771.0,401498.0,16270.0,86820.0,6014.0,106222.0,4310712.0,239883.0,1023846.0,2721112.0,805637.0,39.21,4550595.0,7830.0,121970.0,4700.0,2520.0,230.0,1719.995,26802.429,1031.953,552.675,51.202
Kentucky,2024,4588372.0,3949272.0,409870.0,17474.0,94382.0,6741.0,110633.0,4329149.0,259223.0,1025672.0,2736005.0,826695.0,39.19,,,,,,,,,,,
Louisiana,2005,4576628.0,2926779.0,1504504.0,29915.0,65947.0,2059.0,47424.0,4427827.0,148801.0,,,,,,,,,,,,,,,
Louisiana,2006,4302665.0,2810184.0,1353087.0,29135.0,61522.0,2039.0,46698.0,4157225.0,145440.0,,,,,,,,,,,,,,,
Louisiana,2007,4375581.0,2835720.0,1393397.0,30119.0,63899.0,2236.0,50210.0,4216730.0,158851.0,,,,,,,,,,,,,,,
Louisiana,2008,4435586.0,2856584.0,1424816.0,31231.0,66552.0,2314.0,54089.0,4264720.0,170866.0,,,,,,,,,,,,,,,
Louisiana,2009,4491648.0,2881936.0,1447708.0,32161.0,69695.0,2461.0,57687.0,4308192.0,183456.0,,,,,,,,,,,,,,,
Louisiana,2010,4544635.0,2907937.0,1467791.0,33171.0,72411.0,2590.0,60735.0,4350626.0,194009.0,,,,,,,,,,,,,,,
Louisiana,2011,4576244.0,2920146.0,1481251.0,33695.0,75187.0,2676.0,63289.0,4374463.0,201781.0,,,,,,,,,,,,,,,
Louisiana,2012,4602067.0,2929728.0,1492569.0,34367.0,76813.0,2793.0,65797.0,4394407.0,207660.0,,,,,,,,,,,,,,,
Louisiana,2013,4626040.0,2937838.0,1504103.0,34948.0,78420.0,2843.0,67888.0,4410395.0,215645.0,,,,,4624527.0,4360.0,252350.0,2540.0,220.0,40.0,941.718,54568.392,549.894,48.221,9.514
Louisiana,2014,4645938.0,2944613.0,1512626.0,35476.0,79607.0,2861.0,70755.0,4423954.0,221984.0,,,,,4644013.0,4380.0,310840.0,2620.0,210.0,50.0,943.58,66933.06,563.306,45.435,10.982
Louisiana,2015,4666998.0,2952502.0,1520636.0,35803.0,81846.0,2997.0,73214.0,4438521.0,228477.0,,,,,4664628.0,4700.0,337810.0,2960.0,140.0,60.0,1006.726,72420.137,633.705,28.941,13.72
Louisiana,2016,4681346.0,2955459.0,1527586.0,36182.0,83733.0,2982.0,75404.0,4446834.0,234512.0,,,,,4678135.0,5780.0,350060.0,2850.0,170.0,180.0,1236.39,74829.82,608.362,36.981,37.836
Louisiana,2017,4673673.0,2942740.0,1529807.0,36587.0,84302.0,2977.0,77260.0,4435863.0,237810.0,,,,,4670560.0,4690.0,370860.0,2160.0,80.0,370.0,1003.734,79402.898,462.471,17.985,79.22
Louisiana,2018,4664450.0,2930652.0,1530225.0,36782.0,84931.0,2979.0,78881.0,4422514.0,241936.0,,,,,4659690.0,4890.0,414140.0,2990.0,20.0,590.0,1049.211,88877.157,640.815,5.151,126.403
Louisiana,2019,4658285.0,2920412.0,1531041.0,36908.0,86126.0,3001.0,80797.0,4410420.0,247865.0,,,,,4648794.0,5120.0,403130.0,3130.0,10.0,500.0,1100.5,86717.329,673.293,2.581,106.909
Louisiana,2020,4652301.0,2922990.0,1515936.0,38472.0,87081.0,3142.0,84680.0,4330874.0,321427.0,1104415.0,2810293.0,737593.0,37.53,4652301.0,2580.0,201600.0,3650.0,0.0,750.0,555.424,43332.751,784.558,0.0,160.136
Louisiana,2021,4627971.0,2902032.0,1510115.0,39007.0,87064.0,3216.0,86537.0,4305024.0,322947.0,1092358.0,2781148.0,754465.0,37.78,4627971.0,3140.0,71090.0,2340.0,10.0,430.0,677.835,15360.727,505.189,1.513,92.697
Louisiana,2022,4593687.0,2877662.0,1496019.0,39894.0,88652.0,3255.0,88205.0,4263925.0,329762.0,1079237.0,2742781.0,771669.0,38.06,4593687.0,4820.0,203750.0,3250.0,20.0,380.0,1049.048,44354.567,706.622,4.789,82.94
Louisiana,2023,4588071.0,2867525.0,1493586.0,42364.0,91119.0,3315.0,90162.0,4246304.0,341767.0,1071963.0,2722918.0,793190.0,38.27,4588071.0,4940.0,319100.0,3480.0,110.0,180.0,1077.359,69550.362,759.143,22.885,38.796
Louisiana,2024,4597740.0,2864437.0,1498009.0,45291.0,94294.0,3468.0,92241.0,4239658.0,358082.0,1066394.0,2716819.0,814527.0,38.41,,,,,,,,,,,
Maine,2005,1318787.0,1270616.0,12557.0,8065.0,12091.0,389.0,15069.0,1304480.0,14307.0,,,,,,,,,,,,,,,
Maine,2006,1323619.0,1273045.0,13541.0,8213.0,12455.0,405.0,15960.0,1308534.0,15085.0,,,,,,,,,,,,,,,
Maine,2007,1327040.0,1274201.0,14465.0,8371.0,12739.0,398.0,16866.0,1311246.0,15794.0,,,,,,,,,,,,,,,
Maine,2008,1330509.0,1275053.0,15407.0,8585.0,13221.0,384.0,17859.0,1314010.0,16499.0,,,,,,,,,,,,,,,
Maine,2009,1329590.0,1272014.0,16150.0,8766.0,13492.0,385.0,18783.0,1312473.0,17117.0,,,,,,,,,,,,,,,
Maine,2010,1327651.0,1268773.0,16421.0,8774.0,13850.0,377.0,19456.0,1310646.0,17005.0,,,,,,,,,,,,,,,
Maine,2011,1328473.0,1267714.0,17193.0,8851.0,14387.0,390.0,19938.0,1310748.0,17725.0,,,,,,,,,,,,,,,
Maine,2012,1328094.0,1266076.0,17657.0,8907.0,14595.0,409.0,20450.0,1309850.0,18244.0,,,,,,,,,,,,,,,
Maine,2013,1328543.0,1264979.0,18174.0,8950.0,15005.0,422.0,21013.0,1309383.0,19160.0,,,,,1328009.0,1210.0,106410.0,990.0,350.0,40.0,909.632,80125.21,743.971,263.552,30.873
Maine,2014,1331217.0,1265262.0,19228.0,9066.0,15690.0,436.0,21535.0,1311049.0,20168.0,,,,,1330513.0,1380.0,81690.0,910.0,390.0,100.0,1038.697,61400.377,683.195,291.617,73.656
Maine,2015,1329098.0,1262234.0,19605.0,9130.0,15760.0,454.0,21915.0,1308458.0,20640.0,,,,,1328262.0,1460.0,86150.0,1100.0,430.0,150.0,1102.192,64859.945,829.656,319.967,113.682
Maine,2016,1332348.0,1263175.0,20511.0,9243.0,16469.0,472.0,22478.0,1311023.0,21325.0,,,,,1331317.0,1750.0,85070.0,980.0,610.0,90.0,1312.986,63901.385,738.367,455.939,66.1
Maine,2017,1335743.0,1264917.0,21167.0,9345.0,16786.0,478.0,23050.0,1313611.0,22132.0,,,,,1334612.0,1590.0,94720.0,1040.0,290.0,60.0,1194.355,70971.189,778.503,215.793,44.957
Maine,2018,1340123.0,1267464.0,21997.0,9444.0,17088.0,467.0,23663.0,1317235.0,22888.0,,,,,1339057.0,1750.0,103670.0,1120.0,60.0,80.0,1306.143,77417.914,839.397,46.301,59.744
Maine,2019,1345770.0,1270533.0,23208.0,9544.0,17680.0,465.0,24340.0,1321672.0,24098.0,,,,,1344212.0,1360.0,106020.0,1080.0,140.0,120.0,1012.489,78872.231,800.469,104.15,85.552
Maine,2020,1364571.0,1286842.0,24189.0,9657.0,18025.0,508.0,25350.0,1337686.0,26885.0,254041.0,819852.0,290678.0,44.81,1364571.0,940.0,52790.0,710.0,40.0,90.0,685.197,38685.418,520.31,32.245,65.222
Maine,2021,1378931.0,1298166.0,25438.0,9742.0,18638.0,544.0,26403.0,1350482.0,28449.0,252440.0,825812.0,300679.0,44.71,1378931.0,900.0,34570.0,1150.0,40.0,40.0,651.954,25072.321,836.155,29.008,31.184
Maine,2022,1390922.0,1305784.0,28195.0,9835.0,19335.0,553.0,27220.0,1360664.0,30258.0,251265.0,828687.0,310970.0,44.67,1390922.0,1360.0,65440.0,1240.0,100.0,150.0,979.926,47050.086,891.495,74.052,107.123
Maine,2023,1399646.0,1309763.0,31458.0,9903.0,19861.0,582.0,28079.0,1367543.0,32103.0,249655.0,828879.0,321112.0,44.69,1399646.0,1590.0,95150.0,1370.0,410.0,70.0,1136.716,67982.904,977.39,295.075,49.298
Maine,2024,1405012.0,1310140.0,34870.0,9993.0,20626.0,593.0,28790.0,1371379.0,33633.0,247082.0,827665.0,330265.0,44.76,,,,,,,,,,,
Maryland,2005,5592379.0,3544058.0,1642835.0,23859.0,275676.0,4173.0,101778.0,5241630.0,350749.0,,,,,,,,,,,,,,,
Maryland,2006,5627367.0,3537775.0,1664866.0,25245.0,286138.0,4495.0,108848.0,5247905.0,379462.0,,,,,,,,,,,,,,,
Maryland,2007,5653408.0,3528708.0,1680981.0,26674.0,296298.0,4756.0,115991.0,5247222.0,406186.0,,,,,,,,,,,,,,,
Maryland,2008,5684965.0,3526113.0,1695633.0,28008.0,306446.0,5096.0,123669.0,5254590.0,430375.0,,,,,,,,,,,,,,,
Maryland,2009,5730388.0,3531017.0,1715421.0,29771.0,317545.0,5183.0,131451.0,5277604.0,452784.0,,,,,,,,,,,,,,,
Maryland,2010,5788784.0,3545672.0,1737741.0,31014.0,329844.0,5439.0,139074.0,5313592.0,475192.0,,,,,,,,,,,,,,,
Maryland,2011,5840241.0,3560031.0,1757797.0,31451.0,341210.0,5544.0,144208.0,5348059.0,492182.0,,,,,,,,,,,,,,,
Maryland,2012,5888375.0,3572455.0,1775878.0,32005.0,352787.0,5754.0,149496.0,5379111.0,509264.0,,,,,,,,,,,,,,,
Maryland,2013,5925197.0,3576233.0,1793499.0,32531.0,362663.0,6026.0,154245.0,5399705.0,525492.0,,,,,5923188.0,25360.0,349170.0,17750.0,1240.0,810.0,4281.647,58949.505,2997.035,209.684,136.92
Maryland,2014,5960064.0,3576322.0,1812028.0,33219.0,372677.0,6285.0,159533.0,5413979.0,546085.0,,,,,5957283.0,24790.0,368820.0,13710.0,1230.0,660.0,4160.789,61911.277,2300.881,205.966,110.957
Maryland,2015,5988528.0,3569943.0,1830331.0,34282.0,383420.0,6507.0,164045.0,5424262.0,564266.0,,,,,5985562.0,22630.0,408340.0,18390.0,1510.0,780.0,3780.263,68220.328,3072.393,251.94,129.645
Maryland,2016,6007014.0,3561311.0,1844186.0,35066.0,391460.0,6727.0,168264.0,5424662.0,582352.0,,,,,6003323.0,26080.0,440430.0,19780.0,1650.0,590.0,4343.761,73364.535,3294.009,275.348,98.945
Maryland,2017,6028186.0,3552500.0,1859574.0,35959.0,400319.0,6916.0,172918.0,5426760.0,601426.0,,,,,6023868.0,25100.0,459170.0,17730.0,1070.0,700.0,4165.928,76225.608,2943.126,177.959,116.868
Maryland,2018,6042153.0,3543575.0,1872070.0,36902.0,405683.0,7189.0,176734.0,5421555.0,620598.0,,,,,6035802.0,24300.0,462030.0,12430.0,470.0,1040.0,4026.143,76548.402,2060.041,77.04,172.471
